,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
50,0.0334,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/2hGbU1wVLBkM5fWFiXhb2x,5a2EaR3hamoenG9rDuVn8j,Prince,0.549,1,367333,0.731,3.76e-06,6,0.0779,-4.233,0,36,https://p.scdn.co/mp3-preview/9760047aaf8285045ded7154df52b03f0488a661?cid=6d24f4609a484836999313e6e4f33db8,2hGbU1wVLBkM5fWFiXhb2x,Eye Hate U,0.0657,133.144,4,https://api.spotify.com/v1/tracks/2hGbU1wVLBkM5fWFiXhb2x,6,0.468
51,0.0302,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/4GhPfMZpVKwc7W4kSmeTEK,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.549,1,265867,0.819,5.81e-06,7,0.887,-5.676,1,30,,4GhPfMZpVKwc7W4kSmeTEK,D.J.s - Live At The Palace/1995,0.179,95.055,4,https://api.spotify.com/v1/tracks/4GhPfMZpVKwc7W4kSmeTEK,20,0.49
52,0.0158,1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,0.309,1,306440,0.649,0.00595,7,0.367,-8.994,1,45,,7EZC6E7UjZe63f1jRmkWxt,Zombie,0.035,166.915,4,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,4,0.313
53,0.449,5bOhnWhieBJGivUovmtob5,Greatest Hits 1985-1995,https://api.spotify.com/v1/audio-analysis/521WSlpe1Pisn7BcEoefp2,34jw2BbxjoYalTp8cJFCPv,Heart,0.538,1,254133,0.571,1.84e-05,11,0.189,-8.551,1,38,,521WSlpe1Pisn7BcEoefp2,These Dreams - Remastered 2000,0.0301,78.95,4,https://api.spotify.com/v1/tracks/521WSlpe1Pisn7BcEoefp2,4,0.306
54,0.0565,6G3HMm62UU77uE5pTkvyoN,Zoom! The Best Of (1995-2016),https://api.spotify.com/v1/audio-analysis/7hri0mvfC3eoBcii7lR3h4,0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals,0.444,1,197320,0.879,0.000769,9,0.222,-4.223,1,33,https://p.scdn.co/mp3-preview/13bb5f691ecc7fd49f1d80be536b9b75991a83cf?cid=6d24f4609a484836999313e6e4f33db8,7hri0mvfC3eoBcii7lR3h4,Play It Cool,0.0385,102.116,4,https://api.spotify.com/v1/tracks/7hri0mvfC3eoBcii7lR3h4,30,0.858
55,0.0413,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/0u0pi56jTOikNpejmelJ7Y,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.456,1,201973,0.798,0.0,7,0.652,-5.398,1,30,,0u0pi56jTOikNpejmelJ7Y,Greatest Hits - Live At The Palace/1995,0.149,91.577,4,https://api.spotify.com/v1/tracks/0u0pi56jTOikNpejmelJ7Y,24,0.434
56,0.444,5bOhnWhieBJGivUovmtob5,Greatest Hits 1985-1995,https://api.spotify.com/v1/audio-analysis/1rdQWaauoVeDhODEWywABj,34jw2BbxjoYalTp8cJFCPv,Heart,0.259,1,222000,0.595,0.0,2,0.416,-6.692,0,35,,1rdQWaauoVeDhODEWywABj,What About Love? - Remastered,0.0356,160.554,4,https://api.spotify.com/v1/tracks/1rdQWaauoVeDhODEWywABj,1,0.295
57,0.014,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/43zyq2e9SopcgyUCOg5BLD,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.524,1,187760,0.947,3.62e-05,11,0.353,-4.725,0,29,,43zyq2e9SopcgyUCOg5BLD,Scarlet Begonias - Live At The Palace/1995,0.197,100.944,4,https://api.spotify.com/v1/tracks/43zyq2e9SopcgyUCOg5BLD,26,0.546
58,0.875,4fEGGDaDNDLvXPylhbJdBy,The Pink Panther - Original Soundtrack,https://api.spotify.com/v1/audio-analysis/7edduqCgcEWls4rqNdyfOn,2EExdpjU4SK3xnJHO5paJf,Henry Mancini,0.37,1,191160,0.227,0.662,10,0.0994,-14.586,1,31,https://p.scdn.co/mp3-preview/70191476624aa31188f0295ae30c9c0da4194f61?cid=6d24f4609a484836999313e6e4f33db8,7edduqCgcEWls4rqNdyfOn,Royal Blue - 1995 Remastered,0.0316,127.809,1,https://api.spotify.com/v1/tracks/7edduqCgcEWls4rqNdyfOn,3,0.0721
59,0.0753,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/5ldV0x1OmNL7nWOFDgVrpK,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.377,1,116493,0.767,0.0,6,0.725,-5.631,0,29,,5ldV0x1OmNL7nWOFDgVrpK,Pool Shark - Live At The Palace/1995,0.218,130.797,4,https://api.spotify.com/v1/tracks/5ldV0x1OmNL7nWOFDgVrpK,22,0.59
60,0.458,4GF5MWAZbZvTqKaaVhJoYm,Reggae Roots 1972-1995 Vol.5,https://api.spotify.com/v1/audio-analysis/7A0zVtU185SsEWMP6ZE9y6,3Vszg64mczF1dWEcW2dU5W,Luciano,0.704,1,242933,0.333,0.0,11,0.259,-12.935,1,35,,7A0zVtU185SsEWMP6ZE9y6,It's Me Again Jah,0.267,77.12,4,https://api.spotify.com/v1/tracks/7A0zVtU185SsEWMP6ZE9y6,16,0.63
61,0.493,53ZnQToOk5ckVqYP052cjx,Best Of David Benoit 1987-1995,https://api.spotify.com/v1/audio-analysis/5L6q4CEKGfIll2AzS3K1Rb,"1OLWM7nUNcTjZ9ct4DEPZu,22iNiLtvlzsvUw9KDiROnl,4DoFQoqKcSPw8CSzyh7trt","David Benoit,David Pack,Randy Waldman",0.608,1,302173,0.369,2.18e-05,8,0.0717,-14.769,1,41,,5L6q4CEKGfIll2AzS3K1Rb,The Key To You,0.0353,80.012,4,https://api.spotify.com/v1/tracks/5L6q4CEKGfIll2AzS3K1Rb,8,0.173
62,0.000565,12w3M4oEjCoHDbCaaZlIvW,The Very Best Things [1995-2008],https://api.spotify.com/v1/audio-analysis/4gnMgwRryrpR4z8SBMi0fn,01WjpKiWVNurV5hjIadB8C,Filter,0.396,1,313013,0.813,0.033,7,0.111,-6.733,1,34,https://p.scdn.co/mp3-preview/db6e14fea92c4dfb3c521fa190ef16eddbf20034?cid=6d24f4609a484836999313e6e4f33db8,4gnMgwRryrpR4z8SBMi0fn,Jurassitol - 2009 Remastered Version,0.0995,176.062,4,https://api.spotify.com/v1/tracks/4gnMgwRryrpR4z8SBMi0fn,3,0.156
63,0.949,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/6ymv3Che2utTDRiICwaDwN,"5a2EaR3hamoenG9rDuVn8j,0AiTwNtYX8m4uhfU7rJ8RD","Prince,Ani DiFranco",0.442,1,216173,0.219,0.000124,7,0.314,-10.939,1,35,https://p.scdn.co/mp3-preview/c321587979d19104cae0ac83284a12edc30c238b?cid=6d24f4609a484836999313e6e4f33db8,6ymv3Che2utTDRiICwaDwN,"Eye Love U, But Eye Don't Trust U Anymore (feat. Ani DiFranco)",0.0363,104.468,4,https://api.spotify.com/v1/tracks/6ymv3Che2utTDRiICwaDwN,8,0.157
64,0.155,4PGSvxXoHmCv0E9FKtaKOp,1995 - EP,https://api.spotify.com/v1/audio-analysis/6VBgxONFN1ccnfzqpDqG8Y,"0hF1ENHHpEGZxdRdqwMr6E,3DiSC0nSNNWpPy5ZK3mcrz","Derek King,Nef The Pharaoh",0.474,1,174545,0.697,0.0,2,0.133,-6.124,0,30,https://p.scdn.co/mp3-preview/903b03f1903a68b3b71cd818c7df76cc36b9fdf8?cid=6d24f4609a484836999313e6e4f33db8,6VBgxONFN1ccnfzqpDqG8Y,Clutch (feat. Nef The Pharaoh),0.358,176.061,4,https://api.spotify.com/v1/tracks/6VBgxONFN1ccnfzqpDqG8Y,6,0.558
65,0.596,1yVKclJ2WTkoTre0EY6QtS,Morning Sun,https://api.spotify.com/v1/audio-analysis/7Llyse7tICYKUTfhxpM9l1,2Kqa4BYcpEq4KXX9fYmRpH,Judy Blank,0.476,1,197600,0.312,0.0,1,0.0949,-7.631,1,41,https://p.scdn.co/mp3-preview/26b0190435884a6411a07ee6bce9b0a267ba2673?cid=6d24f4609a484836999313e6e4f33db8,7Llyse7tICYKUTfhxpM9l1,1995,0.0296,80.385,4,https://api.spotify.com/v1/tracks/7Llyse7tICYKUTfhxpM9l1,6,0.328
66,0.221,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/5rl7CJqMoFMfgvTcuANfnF,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.414,1,561440,0.86,0.0138,2,0.357,-7.616,0,30,https://p.scdn.co/mp3-preview/5f2c5214e06bb10e2195f3f1596d1d3f53a6c9a7?cid=6d24f4609a484836999313e6e4f33db8,5rl7CJqMoFMfgvTcuANfnF,"Two Step - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0391,124.07,4,https://api.spotify.com/v1/tracks/5rl7CJqMoFMfgvTcuANfnF,4,0.647
67,0.19,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/1HOFaNrNMMQQLJr2CHWKsR,5a2EaR3hamoenG9rDuVn8j,Prince,0.717,1,264253,0.524,0.00157,6,0.157,-5.085,0,38,https://p.scdn.co/mp3-preview/762bea28c349ff9024fe2382bc5daec9eb40f6d3?cid=6d24f4609a484836999313e6e4f33db8,1HOFaNrNMMQQLJr2CHWKsR,Musicology,0.334,99.497,4,https://api.spotify.com/v1/tracks/1HOFaNrNMMQQLJr2CHWKsR,19,0.644
68,0.377,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/4LwTsr5zG6bYQImMh61Hhf,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.51,1,307933,0.748,1.36e-05,8,0.984,-5.343,1,27,https://p.scdn.co/mp3-preview/d7be65224ade9d588522825bcb504ec2a3c42367?cid=6d24f4609a484836999313e6e4f33db8,4LwTsr5zG6bYQImMh61Hhf,"Satellite - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.03,125.173,3,https://api.spotify.com/v1/tracks/4LwTsr5zG6bYQImMh61Hhf,3,0.65
69,0.0163,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/7fih3khpY372T8tMeR9bNh,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.456,1,207840,0.854,0.000578,9,0.811,-5.308,1,30,,7fih3khpY372T8tMeR9bNh,Smoke Two Joints - Live At The Palace/1995,0.183,93.296,4,https://api.spotify.com/v1/tracks/7fih3khpY372T8tMeR9bNh,25,0.469
70,0.147,7kv6gC0HUG7jG1f4KodQ7b,1995,https://api.spotify.com/v1/audio-analysis/2Gim9evWqeoNQk9RNFKkJg,"0yFBqybFvMQp2y7AanSl0Z,7B2DA6KU0k3hJaENyOBXB4","Samwise,johto",0.735,1,112208,0.321,0.95,9,0.196,-11.081,0,32,https://p.scdn.co/mp3-preview/bd8757854c0f4326f177a3b242a46fd0bbeff14b?cid=6d24f4609a484836999313e6e4f33db8,2Gim9evWqeoNQk9RNFKkJg,Valley Girls,0.342,153.951,4,https://api.spotify.com/v1/tracks/2Gim9evWqeoNQk9RNFKkJg,6,0.859
71,0.447,7sO5I9xrKG8cJCuScHUbkF,A Retrospective 1995-2000,https://api.spotify.com/v1/audio-analysis/5YWTp0Au8grKHC2d6Imz7H,7AhDVqsNA5q46WKsRPXvoe,Son Volt,0.395,1,179320,0.629,1.06e-06,9,0.107,-7.619,1,30,https://p.scdn.co/mp3-preview/a4870c0f8117fb095f4624e7de5d70755672af39?cid=6d24f4609a484836999313e6e4f33db8,5YWTp0Au8grKHC2d6Imz7H,Windfall,0.0311,133.618,4,https://api.spotify.com/v1/tracks/5YWTp0Au8grKHC2d6Imz7H,2,0.551
72,0.992,5irqc0pzjJzdVmIKu5DX4Q,Works 1965-1995,https://api.spotify.com/v1/audio-analysis/63Z31oZibDijG6yxCfkjI2,1aVONoJ0EM97BB26etc1vo,Steve Reich,0.528,1,275800,0.232,0.95,9,0.0888,-22.898,0,36,https://p.scdn.co/mp3-preview/18f2e07f14d93a3d51275ce75f3c634e7d8e5e0b?cid=6d24f4609a484836999313e6e4f33db8,63Z31oZibDijG6yxCfkjI2,Nagoya Marimba,0.0827,105.66,4,https://api.spotify.com/v1/tracks/63Z31oZibDijG6yxCfkjI2,78,0.789
73,0.674,7sO5I9xrKG8cJCuScHUbkF,A Retrospective 1995-2000,https://api.spotify.com/v1/audio-analysis/4QQMLXM8hYJOLwA8C4qQOG,7AhDVqsNA5q46WKsRPXvoe,Son Volt,0.488,1,188560,0.666,2.37e-06,9,0.0978,-9.184,1,30,https://p.scdn.co/mp3-preview/5186524fbfd7c958a00bd1478096a1ff7daf08b9?cid=6d24f4609a484836999313e6e4f33db8,4QQMLXM8hYJOLwA8C4qQOG,Looking At The World Through A Windshield,0.0363,159.157,4,https://api.spotify.com/v1/tracks/4QQMLXM8hYJOLwA8C4qQOG,5,0.961
74,0.285,5TFMjTEcyMsiiQQ3PcpwFs,#1995,https://api.spotify.com/v1/audio-analysis/6x44Bk6xzNN47HZRxC4H1o,6nbJ3taN5UygmQ1ZMBoFK7,Steezyasfuck,0.737,1,252708,0.853,0.368,7,0.272,-7.555,0,30,https://p.scdn.co/mp3-preview/d3056dac00cde7363556d75f7819a6ff5d59b89d?cid=6d24f4609a484836999313e6e4f33db8,6x44Bk6xzNN47HZRxC4H1o,Night in Paris,0.159,106.935,4,https://api.spotify.com/v1/tracks/6x44Bk6xzNN47HZRxC4H1o,14,0.652
75,0.0384,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/55YxU6aMxzLwfDwvqsOdEs,5a2EaR3hamoenG9rDuVn8j,Prince,0.889,1,253000,0.721,0.00326,5,0.276,-5.024,1,36,https://p.scdn.co/mp3-preview/a0a8131262c504b71ef902ca8dc1375c8c2015d0?cid=6d24f4609a484836999313e6e4f33db8,55YxU6aMxzLwfDwvqsOdEs,Emancipation,0.114,97.444,4,https://api.spotify.com/v1/tracks/55YxU6aMxzLwfDwvqsOdEs,1,0.498
76,0.431,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/1IP51lJ7M1fxWCg8iQhf00,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.571,1,484667,0.904,0.00088,6,0.981,-5.431,0,27,https://p.scdn.co/mp3-preview/4c2086891ad61d4882287355b1b057279c661e16?cid=6d24f4609a484836999313e6e4f33db8,1IP51lJ7M1fxWCg8iQhf00,"Warehouse - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0368,119.596,4,https://api.spotify.com/v1/tracks/1IP51lJ7M1fxWCg8iQhf00,9,0.694
77,0.0051,6CnSZlM1ZJJ2YX3xx1ywU3,Suicidal Since 1995,https://api.spotify.com/v1/audio-analysis/6dEcyhq8Xrs3uz3DIWEGV6,3pgtze01npIBY3DCDD5flw,Ängie,0.466,1,193933,0.758,1.1e-06,1,0.332,-7.437,0,36,,6dEcyhq8Xrs3uz3DIWEGV6,Here For My Habits,0.11,134.248,4,https://api.spotify.com/v1/tracks/6dEcyhq8Xrs3uz3DIWEGV6,2,0.364
78,0.126,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/1wC5i3O9ZtnfIvdjQvfNhM,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.505,1,378893,0.93,5.64e-05,9,0.982,-5.784,1,29,https://p.scdn.co/mp3-preview/63c4085b7dfc05a96eefb035d0b51d35d96834d2?cid=6d24f4609a484836999313e6e4f33db8,1wC5i3O9ZtnfIvdjQvfNhM,"Best of What's Around - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0703,98.612,4,https://api.spotify.com/v1/tracks/1wC5i3O9ZtnfIvdjQvfNhM,5,0.562
79,0.00369,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/52JCni7FEGFTS8yEqW7F1N,5a2EaR3hamoenG9rDuVn8j,Prince,0.531,1,442747,0.856,0.000137,10,0.13,-3.241,1,40,https://p.scdn.co/mp3-preview/d034621c77698c86c0af7dd492960e44746608a6?cid=6d24f4609a484836999313e6e4f33db8,52JCni7FEGFTS8yEqW7F1N,Gold,0.0288,90.015,4,https://api.spotify.com/v1/tracks/52JCni7FEGFTS8yEqW7F1N,9,0.44
80,0.0137,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/4z1MFzDQoKeRuxK4JpvvT1,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.521,1,194867,0.82,0.00117,0,0.598,-6.744,1,29,,4z1MFzDQoKeRuxK4JpvvT1,I Love My Dog - Live At The Palace/1995,0.106,80.597,4,https://api.spotify.com/v1/tracks/4z1MFzDQoKeRuxK4JpvvT1,21,0.236
81,0.0333,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/3YbYA3JOBidjdBA3UiI8QN,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.47,1,160907,0.741,3.46e-06,7,0.276,-5.217,1,29,,3YbYA3JOBidjdBA3UiI8QN,Work That We Do - Live At The Palace/1995,0.0512,139.699,4,https://api.spotify.com/v1/tracks/3YbYA3JOBidjdBA3UiI8QN,23,0.331
82,0.0012,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/1k3ik4HzYZqCHDJ9HMs4hf,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.21,1,122520,0.98,0.0295,11,0.377,-5.054,0,29,,1k3ik4HzYZqCHDJ9HMs4hf,House Of Suffering - Live At The Palace/1995,0.181,139.841,4,https://api.spotify.com/v1/tracks/1k3ik4HzYZqCHDJ9HMs4hf,19,0.329
83,0.185,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/1wWNJGAE7PtqBK8CaHd00a,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.494,1,499600,0.843,0.00833,2,0.958,-7.934,1,28,https://p.scdn.co/mp3-preview/7015ba27e18d2eda00e168155b2f1f687aef7e0f?cid=6d24f4609a484836999313e6e4f33db8,1wWNJGAE7PtqBK8CaHd00a,"Lie In Our Graves - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0529,116.813,4,https://api.spotify.com/v1/tracks/1wWNJGAE7PtqBK8CaHd00a,7,0.431
84,0.544,2NuOkgVt9mmGOGVG0YsVtm,Ultra-Lounge/Mondo Exotica: Volume One,https://api.spotify.com/v1/audio-analysis/0lF6dbEwpoXr0efP2p2Nsm,2754ZKfUBzGnAsiA2gYoxP,Bas Sheva,0.348,1,179800,0.359,0.152,8,0.607,-14.876,1,27,,0lF6dbEwpoXr0efP2p2Nsm,Lust - 1995 Digital Remaster,0.0568,112.254,4,https://api.spotify.com/v1/tracks/0lF6dbEwpoXr0efP2p2Nsm,8,0.24
85,0.885,4fEGGDaDNDLvXPylhbJdBy,The Pink Panther - Original Soundtrack,https://api.spotify.com/v1/audio-analysis/3ug1DkH2vPiJN2Boxkvd2K,2EExdpjU4SK3xnJHO5paJf,Henry Mancini,0.406,1,158080,0.116,0.911,5,0.111,-18.009,1,30,https://p.scdn.co/mp3-preview/07fab7577ed1c4ac71cf051402f08fd1681b22fe?cid=6d24f4609a484836999313e6e4f33db8,3ug1DkH2vPiJN2Boxkvd2K,Piano And Strings - 1995 Remastered,0.028,59.803,4,https://api.spotify.com/v1/tracks/3ug1DkH2vPiJN2Boxkvd2K,11,0.143
86,0.64,1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),https://api.spotify.com/v1/audio-analysis/4EbqnubLpWIxPbIVcMH305,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,0.394,1,161667,0.317,6.83e-05,7,0.0564,-11.474,1,44,,4EbqnubLpWIxPbIVcMH305,(They Long To Be) Close To You,0.0291,51.569,4,https://api.spotify.com/v1/tracks/4EbqnubLpWIxPbIVcMH305,16,0.347
87,0.0253,4QomMbQt3ga6ZM4tLkNq8W,Major Arcana,https://api.spotify.com/v1/audio-analysis/6Hi9KSWBWg8SDgKQELzlFX,6YHfq8Pg3lZPo1u0PaQ8ob,Speedy Ortiz,0.618,1,168133,0.46,0.341,5,0.105,-9.886,1,23,https://p.scdn.co/mp3-preview/1b69e83975074f99f4b37943954148410aeb133e?cid=6d24f4609a484836999313e6e4f33db8,6Hi9KSWBWg8SDgKQELzlFX,Casper (1995),0.0304,116.304,4,https://api.spotify.com/v1/tracks/6Hi9KSWBWg8SDgKQELzlFX,4,0.273
88,0.324,22bLoalGiouy8OtNgSsE8r,La source,https://api.spotify.com/v1/audio-analysis/1Uzqwnqt75QhIsnpnxMSRo,4CH2uNha7qT33gsr1y60Ca,1995,0.677,1,317307,0.654,0.0,8,0.141,-6.285,0,51,https://p.scdn.co/mp3-preview/1fc9cf874b3a125f3e2bc439627635c247b9bb69?cid=6d24f4609a484836999313e6e4f33db8,1Uzqwnqt75QhIsnpnxMSRo,La source,0.355,179.189,4,https://api.spotify.com/v1/tracks/1Uzqwnqt75QhIsnpnxMSRo,1,0.471
89,0.0709,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/5XbXAvoDbsiGmYYBu5pDAe,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.575,2,775360,0.696,0.0473,0,0.367,-7.067,1,26,https://p.scdn.co/mp3-preview/52349af390333fe9aa2faf66c3a9538af6bc0c91?cid=6d24f4609a484836999313e6e4f33db8,5XbXAvoDbsiGmYYBu5pDAe,"#36 - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0576,99.083,4,https://api.spotify.com/v1/tracks/5XbXAvoDbsiGmYYBu5pDAe,5,0.778
90,0.231,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/66rxCPAonImVG3M4cwayKj,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.672,1,424493,0.544,0.297,8,0.717,-9.105,1,28,https://p.scdn.co/mp3-preview/8262ff9ac11f1184dca4054c8baa6499bc1dae2a?cid=6d24f4609a484836999313e6e4f33db8,66rxCPAonImVG3M4cwayKj,"Proudest Monkey - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0304,132.668,3,https://api.spotify.com/v1/tracks/66rxCPAonImVG3M4cwayKj,2,0.643
91,0.381,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/4J6KIKKEjUtKPwhNVjMUxJ,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.308,2,417760,0.809,0.000282,9,0.966,-7.675,0,28,https://p.scdn.co/mp3-preview/2ec3ad79a8ad28d73104da37521be8b2ac0732c4?cid=6d24f4609a484836999313e6e4f33db8,4J6KIKKEjUtKPwhNVjMUxJ,"All Along the Watchtower - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.131,112.874,4,https://api.spotify.com/v1/tracks/4J6KIKKEjUtKPwhNVjMUxJ,8,0.313
92,0.37,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/0FT7FPiJFHvCftZySCauXn,5a2EaR3hamoenG9rDuVn8j,Prince,0.844,1,333227,0.457,4.88e-06,8,0.0768,-6.859,1,34,https://p.scdn.co/mp3-preview/67fa13803ade0169f7d47903e1293c9fe46384e8?cid=6d24f4609a484836999313e6e4f33db8,0FT7FPiJFHvCftZySCauXn,The Greatest Romance Ever Sold,0.0422,90.022,4,https://api.spotify.com/v1/tracks/0FT7FPiJFHvCftZySCauXn,7,0.594
93,0.0789,5WnhWPWw5jObxQmoXRHWQ1,1995 - 2010 Pt. 2,https://api.spotify.com/v1/audio-analysis/2A66WRTmQYFQEIGPkvrqB7,1Dls90M5yfESjr4MMBRqQG,Matt Atten,0.794,1,257258,0.566,0.924,9,0.107,-14.691,0,27,https://p.scdn.co/mp3-preview/b0f92a6b2dee498dab7db7bd1fa4db9be5fb4704?cid=6d24f4609a484836999313e6e4f33db8,2A66WRTmQYFQEIGPkvrqB7,008C1,0.0424,131.992,4,https://api.spotify.com/v1/tracks/2A66WRTmQYFQEIGPkvrqB7,5,0.662
94,0.158,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/4sOFRu2UsAlYnFZOw06glP,5a2EaR3hamoenG9rDuVn8j,Prince,0.56,1,279240,0.616,0.000378,0,0.0946,-6.918,1,34,https://p.scdn.co/mp3-preview/447ecaca78006a3289a792f374d35f4f5b7c85d1?cid=6d24f4609a484836999313e6e4f33db8,4sOFRu2UsAlYnFZOw06glP,The Love We Make,0.0336,112.065,4,https://api.spotify.com/v1/tracks/4sOFRu2UsAlYnFZOw06glP,5,0.187
95,0.253,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/02iTlvS4X43wkWx529Wr2y,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.549,2,382960,0.571,0.0213,2,0.964,-8.748,1,28,https://p.scdn.co/mp3-preview/69a0896ae71c5976e9dfde25c91f8ffc5d51ade3?cid=6d24f4609a484836999313e6e4f33db8,02iTlvS4X43wkWx529Wr2y,"Lover Lay Down - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.035,93.364,4,https://api.spotify.com/v1/tracks/02iTlvS4X43wkWx529Wr2y,3,0.317
96,0.267,7eykmYHPjsJNBytcYX5N3V,1995 - 2010 Pt. 8,https://api.spotify.com/v1/audio-analysis/2l7berqUrmy8ENr0wCPY0n,1Dls90M5yfESjr4MMBRqQG,Matt Atten,0.564,1,141611,0.723,0.9,1,0.0761,-10.34,1,27,https://p.scdn.co/mp3-preview/b47810b96054c77d1e31670c26ac9c62073c7ffe?cid=6d24f4609a484836999313e6e4f33db8,2l7berqUrmy8ENr0wCPY0n,014D2,0.414,134.445,3,https://api.spotify.com/v1/tracks/2l7berqUrmy8ENr0wCPY0n,8,0.362
97,0.846,61BhEQyumLEqrRVREfQabB,Rubycon,https://api.spotify.com/v1/audio-analysis/77WAv8OQNLSQI4rLsN8cQF,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.246,1,1040707,0.33,0.901,10,0.13,-21.462,0,30,,77WAv8OQNLSQI4rLsN8cQF,Rubycon (Part One) - 1995 Remaster,0.0533,129.776,3,https://api.spotify.com/v1/tracks/77WAv8OQNLSQI4rLsN8cQF,1,0.0366
