,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
4451,0.684,4ZyndnJ91ljJrBCjiWlSKh,1995,https://api.spotify.com/v1/audio-analysis/0b6YArPLkZUNqclAbHsZ2n,4CYVNx3TbSwW27A8xiUDAs,Aric Evans,0.466,1,162052,0.191,1.01e-05,0,0.385,-21.775,1,0,https://p.scdn.co/mp3-preview/9f52f64ceb74493849bbee255ffaa97b3b5effd4?cid=6d24f4609a484836999313e6e4f33db8,0b6YArPLkZUNqclAbHsZ2n,Diana,0.481,86.288,4,https://api.spotify.com/v1/tracks/0b6YArPLkZUNqclAbHsZ2n,1,0.4
4452,0.357,1GYkfR3FZUuWl1uqYtcTrz,1995,https://api.spotify.com/v1/audio-analysis/0bB8msQTV4N9LBYYVUBcvi,5lpDud9Myx27nBRbWfCN9Y,Arte Marginal,0.865,1,166000,0.219,7.59e-06,7,0.0982,-17.617,1,0,https://p.scdn.co/mp3-preview/72822e6adcccbc73628b9ad1f9e240fd8b8dc207?cid=6d24f4609a484836999313e6e4f33db8,0bB8msQTV4N9LBYYVUBcvi,18K.Drill,0.357,105.224,4,https://api.spotify.com/v1/tracks/0bB8msQTV4N9LBYYVUBcvi,4,0.235
4453,0.049,7yEOplVfDxiehxrIVpt1pK,1995,https://api.spotify.com/v1/audio-analysis/0u3J89yB0ezRefrImErinl,3RKPecLdeVy0UcykBgoPUB,Son and the Holy Ghosts,0.564,1,250573,0.521,0.00803,4,0.164,-11.951,1,0,https://p.scdn.co/mp3-preview/0c386ddacfddee2ae248d7a2b38b758faf6b9c4c?cid=6d24f4609a484836999313e6e4f33db8,0u3J89yB0ezRefrImErinl,Against You,0.0268,93.958,4,https://api.spotify.com/v1/tracks/0u3J89yB0ezRefrImErinl,7,0.141
4454,0.0802,2RRSiSVEn9T3Ujya1nA2FG,1995,https://api.spotify.com/v1/audio-analysis/0w4mIHb9zlhg0Wf7kPWk9x,4okkP3CX0imHYu4nVKsIAd,Dolo Don Skeyy,0.727,1,216059,0.697,0.0,0,0.115,-7.236,1,0,https://p.scdn.co/mp3-preview/a6b1e1b0a15d623e69ea22aa4bfa40660b2536c1?cid=6d24f4609a484836999313e6e4f33db8,0w4mIHb9zlhg0Wf7kPWk9x,Intro,0.365,159.962,4,https://api.spotify.com/v1/tracks/0w4mIHb9zlhg0Wf7kPWk9x,1,0.634
4455,0.221,5nQvGIX2iPDODgKb6szXKW,1995,https://api.spotify.com/v1/audio-analysis/10xiuRLwaF7hdzLrn276iq,"3b7QBt4vSC4HkG9zrrzTG9,7aCjHcSWWGbKaiHHIoFxa8","F&M Project,David On",0.707,1,186619,0.638,0.781,3,0.32,-10.604,1,0,https://p.scdn.co/mp3-preview/564848fb22ac1818d7925f8fbabd0b889f76e50c?cid=6d24f4609a484836999313e6e4f33db8,10xiuRLwaF7hdzLrn276iq,Cool Music,0.0574,129.97,4,https://api.spotify.com/v1/tracks/10xiuRLwaF7hdzLrn276iq,3,0.541
4456,0.339,6wWbqTYR2F2yIpqsf1xW6s,1995,https://api.spotify.com/v1/audio-analysis/1JaM22hs4F7Ejv2B8rbBT5,6uEDM5ApwxOxhyzYVCj51p,AJ WAYNE,0.403,1,74292,0.662,0.0,10,0.344,-7.004,1,0,https://p.scdn.co/mp3-preview/0fd3faae58b958439036c81e6a4dafb9ea73e2da?cid=6d24f4609a484836999313e6e4f33db8,1JaM22hs4F7Ejv2B8rbBT5,PSA (INTERLUDE),0.279,79.711,4,https://api.spotify.com/v1/tracks/1JaM22hs4F7Ejv2B8rbBT5,4,0.391
4457,0.782,0E4ITEeSUENpNYQXj7QzWE,1995,https://api.spotify.com/v1/audio-analysis/1Nzvd89tKR5n7RNNiE2PbT,6ZYOrTXjWodrWyCuxGY5Yx,Jega,0.238,1,98023,0.391,0.868,0,0.123,-14.308,0,4,https://p.scdn.co/mp3-preview/f6814726a9ecc06b7b910ea26a964cdef57565e0?cid=6d24f4609a484836999313e6e4f33db8,1Nzvd89tKR5n7RNNiE2PbT,FZ Requiem,0.0334,125.536,3,https://api.spotify.com/v1/tracks/1Nzvd89tKR5n7RNNiE2PbT,1,0.0804
4458,0.925,2oP6sZMayBAI7YLriY7w2x,1995,https://api.spotify.com/v1/audio-analysis/1ROA460hKSdmcmKD2hXlpH,2Lo3NakXHJjf7GJl6b2Vd6,FamLifeBP,0.716,1,152372,0.325,0.0,0,0.506,-8.922,1,0,https://p.scdn.co/mp3-preview/56a99a495ac86ddc2b3eb83ef45019306f101e32?cid=6d24f4609a484836999313e6e4f33db8,1ROA460hKSdmcmKD2hXlpH,Happy Birthday (Intro),0.453,116.672,4,https://api.spotify.com/v1/tracks/1ROA460hKSdmcmKD2hXlpH,1,0.372
4459,0.128,5gmY0GXQfUq1pvB0EpHdxW,1995,https://api.spotify.com/v1/audio-analysis/1iNTiqfBi2Wm2KHh3WozlN,6Qq0epRoO4jsMbmTXjvJzq,Mlandi Wetshitshi,0.593,1,274840,0.818,0.0,5,0.147,-10.282,1,0,https://p.scdn.co/mp3-preview/5454c6de96184aa9b654878fcf463a3e269de3e3?cid=6d24f4609a484836999313e6e4f33db8,1iNTiqfBi2Wm2KHh3WozlN,Ukholo lwami,0.156,140.023,4,https://api.spotify.com/v1/tracks/1iNTiqfBi2Wm2KHh3WozlN,4,0.519
4460,0.23,4JvQAMLinQdnrWuwOgbRs2,1995,https://api.spotify.com/v1/audio-analysis/28K7V5fg33dWH845RNcb9J,5I9U8Z0vC1oB3FilWsw4Xx,Sonic Head,0.612,1,283539,0.774,0.723,9,0.241,-9.736,0,0,https://p.scdn.co/mp3-preview/e5c68781c6be00efca36c351c452d64c3a30c571?cid=6d24f4609a484836999313e6e4f33db8,28K7V5fg33dWH845RNcb9J,With You Tonight,0.03,96.995,4,https://api.spotify.com/v1/tracks/28K7V5fg33dWH845RNcb9J,6,0.582
4461,0.0499,5N1SR0J7FLSO0EmVEyewax,1995,https://api.spotify.com/v1/audio-analysis/2QTYfeoRllQyokAT8nFDao,6e4UqD8a89z6ItLqNi8DYQ,Vough Beats,0.757,1,149384,0.252,0.898,1,0.621,-20.177,1,0,https://p.scdn.co/mp3-preview/580ef6edd56e088f2e242e022eb693279471689e?cid=6d24f4609a484836999313e6e4f33db8,2QTYfeoRllQyokAT8nFDao,OnMySoul,0.0365,120.05,4,https://api.spotify.com/v1/tracks/2QTYfeoRllQyokAT8nFDao,3,0.178
4462,0.0637,7lILaT24sADtdxHIT75EGV,1995,https://api.spotify.com/v1/audio-analysis/2en4mdgn7DrcuvqfX2aGIV,184jTsrOsf6Soa74JXa7Ue,Lano,0.718,1,105639,0.522,0.000122,0,0.131,-8.666,0,0,https://p.scdn.co/mp3-preview/675d3586f3a7054cb389f230e4fa8be0a98548a5?cid=6d24f4609a484836999313e6e4f33db8,2en4mdgn7DrcuvqfX2aGIV,Intro,0.199,77.88,4,https://api.spotify.com/v1/tracks/2en4mdgn7DrcuvqfX2aGIV,1,0.138
4463,0.0589,3ZEx2zTQgM9zxG3XQEBUzu,1995,https://api.spotify.com/v1/audio-analysis/2m0o0KUSS83YNxYzkWdJ1N,3ajiOnX6qK6GymxSzE7mYE,Jason Dagg,0.381,1,226011,0.658,0.0,9,0.119,-5.596,0,0,https://p.scdn.co/mp3-preview/f73e83cf411c7871fea57be0683bab8468f86889?cid=6d24f4609a484836999313e6e4f33db8,2m0o0KUSS83YNxYzkWdJ1N,Nueve AM,0.0382,90.041,4,https://api.spotify.com/v1/tracks/2m0o0KUSS83YNxYzkWdJ1N,2,0.143
4464,0.386,3mXHysBUmcSVTF93SWCvme,1995,https://api.spotify.com/v1/audio-analysis/2vkFmtLGMPqA3bYux0fPnW,0FnXMuXIFCntOtJiah7rLC,Blacc Hippie,0.844,1,173468,0.683,0.0,9,0.0927,-8.053,0,26,https://p.scdn.co/mp3-preview/036512099eef34d59716abf7f6a998e08959651d?cid=6d24f4609a484836999313e6e4f33db8,2vkFmtLGMPqA3bYux0fPnW,Schnapz,0.31,154.948,4,https://api.spotify.com/v1/tracks/2vkFmtLGMPqA3bYux0fPnW,5,0.376
4465,0.00749,3OiW99L2Ya8hHmHU0n0W5p,1995,https://api.spotify.com/v1/audio-analysis/3Zwv8fORpSMMiSMtFA9ZhM,0UXTzQmNSF4wvhu8aLrd2R,Sean Evans,0.778,1,203598,0.477,7.54e-06,5,0.123,-9.987,0,0,https://p.scdn.co/mp3-preview/2ed2ec7683e7ffc153a75df4b79254095c7cec7f?cid=6d24f4609a484836999313e6e4f33db8,3Zwv8fORpSMMiSMtFA9ZhM,Throw Me Away,0.0338,127.996,4,https://api.spotify.com/v1/tracks/3Zwv8fORpSMMiSMtFA9ZhM,5,0.66
4466,0.287,2gFo7WScSwyeE6F7c9uPyH,1995,https://api.spotify.com/v1/audio-analysis/3fEBCaOaQmy7cNfHFY8SG3,6IYnSXO40Bh7Zdqhf6rQoj,Alannah Myles,0.75,1,319040,0.492,8.26e-05,1,0.198,-8.234,1,0,https://p.scdn.co/mp3-preview/961e41f32a390670ce33e1ee65236e482d357d76?cid=6d24f4609a484836999313e6e4f33db8,3fEBCaOaQmy7cNfHFY8SG3,Family Secret,0.0272,105.777,4,https://api.spotify.com/v1/tracks/3fEBCaOaQmy7cNfHFY8SG3,13,0.551
4467,8.05e-05,0E4ITEeSUENpNYQXj7QzWE,1995,https://api.spotify.com/v1/audio-analysis/3iswtOXCczSoCf78Wwu9tQ,6ZYOrTXjWodrWyCuxGY5Yx,Jega,0.744,1,184775,0.947,0.89,10,0.0938,-12.036,0,4,https://p.scdn.co/mp3-preview/dff0e1728aa8bbce1ebb703b64cfdceef83e0360?cid=6d24f4609a484836999313e6e4f33db8,3iswtOXCczSoCf78Wwu9tQ,Momentum (SH101DR55MIX),0.0526,150.023,4,https://api.spotify.com/v1/tracks/3iswtOXCczSoCf78Wwu9tQ,7,0.854
4468,0.00041,2gFo7WScSwyeE6F7c9uPyH,1995,https://api.spotify.com/v1/audio-analysis/4TEMEXceTbS5FoQFjsdLZH,3SfrwwVPGtjYTI3vwQ4hEU,Thunder,0.577,1,245253,0.563,1.15e-06,5,0.087,-7.317,1,0,https://p.scdn.co/mp3-preview/4484400e6f23269d8f55a50be1c25caf3651a143?cid=6d24f4609a484836999313e6e4f33db8,4TEMEXceTbS5FoQFjsdLZH,In a Broken Dream - Remastered,0.0299,77.473,4,https://api.spotify.com/v1/tracks/4TEMEXceTbS5FoQFjsdLZH,15,0.425
4469,0.0219,77ZqV1RfZZP31YeSwuRtBp,1995-,https://api.spotify.com/v1/audio-analysis/4jcYTuZVldPhkVc6C7BiBw,5EaLMtVVOeHPgneROwJIE0,Matt Granpap,0.667,1,165714,0.498,0.000202,9,0.327,-12.068,0,0,https://p.scdn.co/mp3-preview/bf1813201cc61ea55d28b654a897afdc1d60d7bc?cid=6d24f4609a484836999313e6e4f33db8,4jcYTuZVldPhkVc6C7BiBw,Coup,0.273,167.993,4,https://api.spotify.com/v1/tracks/4jcYTuZVldPhkVc6C7BiBw,4,0.316
4470,0.000517,0E4ITEeSUENpNYQXj7QzWE,1995,https://api.spotify.com/v1/audio-analysis/4oiPHVcvjxcs1Fr2oqUqo2,6ZYOrTXjWodrWyCuxGY5Yx,Jega,0.617,1,231600,0.689,0.911,6,0.102,-9.496,0,4,https://p.scdn.co/mp3-preview/aa1c0b8a49cbf9cd6f517146776bbd35b1482f02?cid=6d24f4609a484836999313e6e4f33db8,4oiPHVcvjxcs1Fr2oqUqo2,Mancunian Way,0.0361,150.009,4,https://api.spotify.com/v1/tracks/4oiPHVcvjxcs1Fr2oqUqo2,6,0.375
4471,0.149,5N1SR0J7FLSO0EmVEyewax,1995,https://api.spotify.com/v1/audio-analysis/50MTFxXPHgN7kBgC7x2IIZ,6e4UqD8a89z6ItLqNi8DYQ,Vough Beats,0.791,1,215960,0.211,0.885,10,0.141,-17.567,0,0,https://p.scdn.co/mp3-preview/03ef1504fefabf8f2f76ae92e542d0975511ae3e?cid=6d24f4609a484836999313e6e4f33db8,50MTFxXPHgN7kBgC7x2IIZ,ModernSlavery,0.0466,120.092,4,https://api.spotify.com/v1/tracks/50MTFxXPHgN7kBgC7x2IIZ,9,0.134
4472,0.331,2gFo7WScSwyeE6F7c9uPyH,1995,https://api.spotify.com/v1/audio-analysis/5U0Iw6ftpBfvS6dRpT1DIh,7zMVPOJPs5jgU8NorRxqJe,Michael Learns To Rock,0.639,1,254000,0.376,0.0,7,0.0866,-11.203,1,0,https://p.scdn.co/mp3-preview/1520b6cce64832c2cdd563ec27d5664b11f524da?cid=6d24f4609a484836999313e6e4f33db8,5U0Iw6ftpBfvS6dRpT1DIh,That's Why (You Go Away),0.0264,126.998,4,https://api.spotify.com/v1/tracks/5U0Iw6ftpBfvS6dRpT1DIh,7,0.336
4473,0.0173,7JUgobA6eynTJ2KKfh8OuH,1995,https://api.spotify.com/v1/audio-analysis/5XVMMbZTfzTO1hkHZdRub2,05IKDMb9SAohm1wfFLq1A3,kelebogile Maatsana,0.93,1,210051,0.386,0.0,0,0.0483,-6.796,1,0,https://p.scdn.co/mp3-preview/6d713f27904563994e1526e2729b1779d18ff011?cid=6d24f4609a484836999313e6e4f33db8,5XVMMbZTfzTO1hkHZdRub2,Work,0.197,119.96,4,https://api.spotify.com/v1/tracks/5XVMMbZTfzTO1hkHZdRub2,3,0.479
4474,0.0168,5nQvGIX2iPDODgKb6szXKW,1995,https://api.spotify.com/v1/audio-analysis/5bwk7ZJeWDRktOzIGwAlEL,"3b7QBt4vSC4HkG9zrrzTG9,7aCjHcSWWGbKaiHHIoFxa8","F&M Project,David On",0.807,1,214282,0.413,0.87,11,0.226,-14.092,0,0,https://p.scdn.co/mp3-preview/715aa8d71846f7f8c428350cee2ff348124a3ce3?cid=6d24f4609a484836999313e6e4f33db8,5bwk7ZJeWDRktOzIGwAlEL,El Sueno,0.0889,129.985,4,https://api.spotify.com/v1/tracks/5bwk7ZJeWDRktOzIGwAlEL,6,0.798
4475,0.00842,6wWbqTYR2F2yIpqsf1xW6s,1995,https://api.spotify.com/v1/audio-analysis/5uEgsNF0ZpheYItcaxXJzi,"6uEDM5ApwxOxhyzYVCj51p,453RKfzTkPkPWFpIUU4FCq","AJ WAYNE,Yung Peso",0.423,1,196184,0.494,0.078,1,0.107,-10.339,1,0,https://p.scdn.co/mp3-preview/2b268b7c2efd4afe6119882c19ced626b976d1bf?cid=6d24f4609a484836999313e6e4f33db8,5uEgsNF0ZpheYItcaxXJzi,Tony Vs. Sosa,0.18,102.461,5,https://api.spotify.com/v1/tracks/5uEgsNF0ZpheYItcaxXJzi,3,0.234
4476,0.303,2XCBF0sswcMMQEtnmHjepn,1995,https://api.spotify.com/v1/audio-analysis/6VHoFM41rAPIRGO6rthk9n,1SKxfbJs9brjBzCWL8pzcB,Last Magpie,0.819,1,487559,0.591,0.916,6,0.23,-8.638,0,0,https://p.scdn.co/mp3-preview/176b86db7487e3ed4e8f63099457f85de162fb09?cid=6d24f4609a484836999313e6e4f33db8,6VHoFM41rAPIRGO6rthk9n,Fallen - Original Mix,0.0535,127.02,4,https://api.spotify.com/v1/tracks/6VHoFM41rAPIRGO6rthk9n,4,0.442
4477,0.869,1X7WqC3e6dVMnI2M2W6Z3p,1995,https://api.spotify.com/v1/audio-analysis/6VnAYbe7LJCmFBPkZMvDH4,"4Mrtf4qZIq9OQFL7JTYmNS,4p0llEkYMGmmC4iKQecJmW","Tete Montoliu,Javier Colina",0.448,1,144773,0.459,0.913,1,0.155,-13.256,1,0,https://p.scdn.co/mp3-preview/eefd1afae0e3f9c406b397d491bb620486261fcd?cid=6d24f4609a484836999313e6e4f33db8,6VnAYbe7LJCmFBPkZMvDH4,Acuarela,0.0402,137.425,4,https://api.spotify.com/v1/tracks/6VnAYbe7LJCmFBPkZMvDH4,7,0.63
4478,0.0364,0E4ITEeSUENpNYQXj7QzWE,1995,https://api.spotify.com/v1/audio-analysis/6kD44VG5E0cdCRo76AtOEe,6ZYOrTXjWodrWyCuxGY5Yx,Jega,0.477,1,274292,0.901,0.935,10,0.148,-7.74,0,3,https://p.scdn.co/mp3-preview/d0b62c40769265459d9a9eb23824287eb3b5efda?cid=6d24f4609a484836999313e6e4f33db8,6kD44VG5E0cdCRo76AtOEe,Lunar Jetman,0.0351,149.849,4,https://api.spotify.com/v1/tracks/6kD44VG5E0cdCRo76AtOEe,10,0.342
4479,0.106,5gmY0GXQfUq1pvB0EpHdxW,1995,https://api.spotify.com/v1/audio-analysis/6xXf1aLwOIzWHe9OVOn80b,6Qq0epRoO4jsMbmTXjvJzq,Mlandi Wetshitshi,0.632,1,272973,0.747,0.0,11,0.149,-9.891,1,0,https://p.scdn.co/mp3-preview/438a8e4102566e913747b497df5f6351eaa9b9f9?cid=6d24f4609a484836999313e6e4f33db8,6xXf1aLwOIzWHe9OVOn80b,Sathane,0.35,139.969,4,https://api.spotify.com/v1/tracks/6xXf1aLwOIzWHe9OVOn80b,3,0.454
4480,0.0733,0NGNVa5s7WkIop99vn2MYj,1995,https://api.spotify.com/v1/audio-analysis/7e8XlxrObVUDhRXi4921Ev,41rHLCwESrJjcaLjTdITTD,Iron Rose,0.847,1,234479,0.637,1.67e-05,9,0.14,-8.574,0,0,https://p.scdn.co/mp3-preview/b31dc0bb1de79899be118c6b0f27a10f895eb29c?cid=6d24f4609a484836999313e6e4f33db8,7e8XlxrObVUDhRXi4921Ev,95 Mics,0.288,94.042,4,https://api.spotify.com/v1/tracks/7e8XlxrObVUDhRXi4921Ev,7,0.645
4481,0.0842,61CpEZwuRgNiwbrH8G3p4t,1995,https://api.spotify.com/v1/audio-analysis/09CUVUQya7tVoKRVej5tMR,2HloHLKSPcm2s0nzX2mAIW,adriansings,0.772,1,197551,0.519,0.0,0,0.195,-7.544,0,2,https://p.scdn.co/mp3-preview/96ded32948bef102bc841d8b621ec3e98e0ce840?cid=6d24f4609a484836999313e6e4f33db8,09CUVUQya7tVoKRVej5tMR,Start,0.175,73.5,4,https://api.spotify.com/v1/tracks/09CUVUQya7tVoKRVej5tMR,7,0.36
4482,0.203,2HifvRZkqTT3AAh9nyRC2M,1995,https://api.spotify.com/v1/audio-analysis/0DojKdkYlKnVNR1MkICLpf,"1sSt1DqqqFLkPwfrqafVyn,4wrFUdBKN4RBMtC3ZoLVdw","Ice Prince,Kida Kudz",0.903,1,203494,0.832,0.0,6,0.103,-3.8,1,3,https://p.scdn.co/mp3-preview/bc15750f3d3de6e6c48549141f011ad4c20f4020?cid=6d24f4609a484836999313e6e4f33db8,0DojKdkYlKnVNR1MkICLpf,Le Boo (Remix),0.197,104.931,4,https://api.spotify.com/v1/tracks/0DojKdkYlKnVNR1MkICLpf,4,0.749
4483,0.172,77ZqV1RfZZP31YeSwuRtBp,1995-,https://api.spotify.com/v1/audio-analysis/3HXEYP3eBm7aEOWMmufcoJ,5EaLMtVVOeHPgneROwJIE0,Matt Granpap,0.801,1,190857,0.506,2.75e-05,10,0.153,-7.727,0,2,https://p.scdn.co/mp3-preview/cc7a0b06bc78b9c696c9e279c8f6d3778678beca?cid=6d24f4609a484836999313e6e4f33db8,3HXEYP3eBm7aEOWMmufcoJ,Grades,0.0852,105.007,4,https://api.spotify.com/v1/tracks/3HXEYP3eBm7aEOWMmufcoJ,2,0.0817
4484,0.956,1X7WqC3e6dVMnI2M2W6Z3p,1995,https://api.spotify.com/v1/audio-analysis/4DRt1PK4o6BVd9fc33VUTq,"4Mrtf4qZIq9OQFL7JTYmNS,4p0llEkYMGmmC4iKQecJmW","Tete Montoliu,Javier Colina",0.507,1,367533,0.335,0.935,2,0.112,-13.91,0,1,https://p.scdn.co/mp3-preview/3bf21f3cdc1c7dc63a14fc2d4ccfbf4cfdcbcfca?cid=6d24f4609a484836999313e6e4f33db8,4DRt1PK4o6BVd9fc33VUTq,Laura,0.0334,79.666,1,https://api.spotify.com/v1/tracks/4DRt1PK4o6BVd9fc33VUTq,5,0.247
4485,0.0527,2EDnpxVpRivtSOZgEMRHXN,1995,https://api.spotify.com/v1/audio-analysis/5RgprjikXoVgZsaMmYiWIE,"2uwxuDMAg5RrxYFzfdEBIk,5NBaYmREUkbhbqazn2UVC1","Chris Fuego,Elijah Phvraoh",0.558,1,244736,0.712,0.0,5,0.179,-6.529,0,4,https://p.scdn.co/mp3-preview/9ee4f279408ad5397070becebd8fe0fa0b63d3b3?cid=6d24f4609a484836999313e6e4f33db8,5RgprjikXoVgZsaMmYiWIE,golden,0.338,165.968,4,https://api.spotify.com/v1/tracks/5RgprjikXoVgZsaMmYiWIE,6,0.495
4486,0.00392,0kooWZjCFdd2aTHUYiZNAF,1995,https://api.spotify.com/v1/audio-analysis/5tmAWX43yqZtMZI46vNM7a,"1DOb0cBuCjFl2gSAGacr7z,7iROfBmyFaieAsJ9BJptya,414CCKOTZ93YQstjfD7V2p","Sbane,Yung Draco,Maolow",0.537,1,128000,0.855,0.0,7,0.188,-2.94,1,0,https://p.scdn.co/mp3-preview/3dafe36948a1f55d5d5967ab85c50a59f050f56d?cid=6d24f4609a484836999313e6e4f33db8,5tmAWX43yqZtMZI46vNM7a,Self-Harm Anthem,0.0447,135.065,3,https://api.spotify.com/v1/tracks/5tmAWX43yqZtMZI46vNM7a,5,0.414
4487,0.491,5kuKsODynr2vsbMsb2omPZ,1995,https://api.spotify.com/v1/audio-analysis/0KreNS6jzrWRTDE6vA6lxS,0wDtI3oFfntDsIDAftVHXJ,Alípio Martins,0.698,1,215507,0.646,1.57e-05,4,0.0667,-15.159,0,1,https://p.scdn.co/mp3-preview/382641731d276beb035b0451b9928588d5279ae1?cid=6d24f4609a484836999313e6e4f33db8,0KreNS6jzrWRTDE6vA6lxS,Fúria Louca,0.0376,108.591,4,https://api.spotify.com/v1/tracks/0KreNS6jzrWRTDE6vA6lxS,2,0.886
4488,0.0432,5nQvGIX2iPDODgKb6szXKW,1995,https://api.spotify.com/v1/audio-analysis/1CxhKeiU2XZTCAdk119YpO,"3b7QBt4vSC4HkG9zrrzTG9,7aCjHcSWWGbKaiHHIoFxa8","F&M Project,David On",0.803,1,225358,0.548,0.683,8,0.352,-23.055,1,0,https://p.scdn.co/mp3-preview/dcc6ac64dc42bf170dfe45e95bf12cd9215f69b1?cid=6d24f4609a484836999313e6e4f33db8,1CxhKeiU2XZTCAdk119YpO,Second You,0.0514,130.001,4,https://api.spotify.com/v1/tracks/1CxhKeiU2XZTCAdk119YpO,7,0.699
4489,0.567,7qY6u5wz31xA5TRr8ffht8,1995,https://api.spotify.com/v1/audio-analysis/1WSX3b1oL04eToFHmH4PFR,4n8opGE6HvVSIoROJin5pG,DysPhunkShuNaL,0.732,1,72072,0.724,0.0035,2,0.674,-8.295,1,0,https://p.scdn.co/mp3-preview/c1b53d05137cbc5b60c9fd39215ae34e85430652?cid=6d24f4609a484836999313e6e4f33db8,1WSX3b1oL04eToFHmH4PFR,Dysfunctional TiLL i Die PiKaHsSo's Confessions,0.327,86.197,4,https://api.spotify.com/v1/tracks/1WSX3b1oL04eToFHmH4PFR,3,0.962
4490,0.106,0NGNVa5s7WkIop99vn2MYj,1995,https://api.spotify.com/v1/audio-analysis/1wnp3MKLPQKTj05nsZtwMy,41rHLCwESrJjcaLjTdITTD,Iron Rose,0.748,1,363144,0.561,0.157,2,0.201,-8.198,1,0,https://p.scdn.co/mp3-preview/c505e65df8b99c411c3fa64ae3286c7e53f609f7?cid=6d24f4609a484836999313e6e4f33db8,1wnp3MKLPQKTj05nsZtwMy,What Is Life?,0.236,188.015,4,https://api.spotify.com/v1/tracks/1wnp3MKLPQKTj05nsZtwMy,11,0.404
4491,0.125,5gmY0GXQfUq1pvB0EpHdxW,1995,https://api.spotify.com/v1/audio-analysis/22GkeqYhxpN03TewGsjmyo,6Qq0epRoO4jsMbmTXjvJzq,Mlandi Wetshitshi,0.718,1,221973,0.798,0.95,5,0.292,-11.147,1,0,https://p.scdn.co/mp3-preview/51eff008eee8292a28d094c8956e37174b18e4c5?cid=6d24f4609a484836999313e6e4f33db8,22GkeqYhxpN03TewGsjmyo,Ukuhlupheka,0.0489,140.039,4,https://api.spotify.com/v1/tracks/22GkeqYhxpN03TewGsjmyo,10,0.778
4492,0.0245,5N1SR0J7FLSO0EmVEyewax,1995,https://api.spotify.com/v1/audio-analysis/2FgCeyhywpO4UZnm0D9Erd,6e4UqD8a89z6ItLqNi8DYQ,Vough Beats,0.756,1,117380,0.454,0.849,9,0.106,-11.719,0,0,https://p.scdn.co/mp3-preview/2a94464b6b611729812d34c388e52d16de5e5987?cid=6d24f4609a484836999313e6e4f33db8,2FgCeyhywpO4UZnm0D9Erd,CubanLinks,0.038,120.007,4,https://api.spotify.com/v1/tracks/2FgCeyhywpO4UZnm0D9Erd,2,0.0822
4493,0.455,7JUgobA6eynTJ2KKfh8OuH,1995,https://api.spotify.com/v1/audio-analysis/2eriIrciMwJuFWRPeJ4fKt,"05IKDMb9SAohm1wfFLq1A3,3ziO40EMb4p3BM2bwGKSkP","kelebogile Maatsana,L.E.B.O",0.566,1,217678,0.502,0.0,9,0.103,-9.249,0,0,https://p.scdn.co/mp3-preview/f275ea5e712d1071f53520d87469a4af1704d1f5?cid=6d24f4609a484836999313e6e4f33db8,2eriIrciMwJuFWRPeJ4fKt,Mamacita (Interlude),0.141,79.285,5,https://api.spotify.com/v1/tracks/2eriIrciMwJuFWRPeJ4fKt,5,0.494
4494,0.722,0yh55hAs2ePdnNSt679PMv,1995,https://api.spotify.com/v1/audio-analysis/2i0nT11qpdlhrAMhk5PEbG,46GN1sK9Nx0hpgPW2wa8Rb,Flex,0.467,1,198583,0.499,0.0,10,0.116,-8.322,0,0,https://p.scdn.co/mp3-preview/8004d73f1d5e5890193d04ce554b68f4ff7e605c?cid=6d24f4609a484836999313e6e4f33db8,2i0nT11qpdlhrAMhk5PEbG,Want it all (feat.Kirsty.J),0.335,176.617,4,https://api.spotify.com/v1/tracks/2i0nT11qpdlhrAMhk5PEbG,11,0.455
4495,0.528,7kv6gC0HUG7jG1f4KodQ7b,1995,https://api.spotify.com/v1/audio-analysis/2uijPmZOQq5W9hzTag0Xtg,"0yFBqybFvMQp2y7AanSl0Z,7B2DA6KU0k3hJaENyOBXB4","Samwise,johto",0.841,1,26053,0.2,0.872,2,0.109,-22.27,1,0,https://p.scdn.co/mp3-preview/1e1387d61b3bd5ba13d4e668a5b628aa27d4ca71?cid=6d24f4609a484836999313e6e4f33db8,2uijPmZOQq5W9hzTag0Xtg,Interlude,0.247,75.963,4,https://api.spotify.com/v1/tracks/2uijPmZOQq5W9hzTag0Xtg,5,0.462
4496,0.927,1X7WqC3e6dVMnI2M2W6Z3p,1995,https://api.spotify.com/v1/audio-analysis/2yCvWULCj0aQPLHWlDN6Vf,"4Mrtf4qZIq9OQFL7JTYmNS,4p0llEkYMGmmC4iKQecJmW","Tete Montoliu,Javier Colina",0.326,1,274600,0.462,0.902,0,0.095,-13.625,1,1,https://p.scdn.co/mp3-preview/dc11a1b8d3a69f18aac6e9e55ed34bbc46684114?cid=6d24f4609a484836999313e6e4f33db8,2yCvWULCj0aQPLHWlDN6Vf,I Remember You,0.0369,64.883,3,https://api.spotify.com/v1/tracks/2yCvWULCj0aQPLHWlDN6Vf,4,0.622
